,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
226,226,-19.50959,-5.135154,7.5,"In spring security versions prior to 5.4.11+, 5.5.7+ , 5.6.4+ and older unsupported versions, RegexRequestMatcher can easily be misconfigured to be bypassed on some servlet containers. Applications using RegexRequestMatcher with `.` in the regular expression are possibly vulnerable to an authorization bypass.",50,spring security versions prior older unsupported versions regexrequestmatcher easily misconfigured bypassed servlet containers applications using regexrequestmatcher regular expression possibly authorization bypass,"['spring', 'security', 'versions', 'prior', 'older', 'unsupported', 'versions', 'regexrequestmatcher', 'easily', 'misconfigured', 'bypassed', 'servlet', 'containers', 'applications', 'using', 'regexrequestmatcher', 'regular', 'expression', 'possibly', 'authorization', 'bypass']"
227,227,-20.538874,-13.729718,9.8,"In Spring Security, versions 5.7.x prior to 5.7.8, versions 5.8.x prior to 5.8.3, and versions 6.0.x prior to 6.0.3, the logout support does not properly clean the security context if using serialized versions. Additionally, it is not possible to explicitly save an empty security context to the HttpSessionSecurityContextRepository. This vulnerability can keep users authenticated even after they performed logout. Users of affected versions should apply the following mitigation. 5.7.x users should upgrade to 5.7.8. 5.8.x users should upgrade to 5.8.3. 6.0.x users should upgrade to 6.0.3.",51,spring security versions prior versions prior versions prior logout support properly clean security context using serialized versions additionally possible explicitly save empty security context httpsessionsecuritycontextrepository vulnerability keep users authenticated even performed logout users affected versions apply following mitigation users upgrade users upgrade users upgrade,"['spring', 'security', 'versions', 'prior', 'versions', 'prior', 'versions', 'prior', 'logout', 'support', 'properly', 'clean', 'security', 'context', 'using', 'serialized', 'versions', 'additionally', 'possible', 'explicitly', 'save', 'empty', 'security', 'context', 'httpsessionsecuritycontextrepository', 'vulnerability', 'keep', 'users', 'authenticated', 'even', 'performed', 'logout', 'users', 'affected', 'versions', 'apply', 'following', 'mitigation', 'users', 'upgrade', 'users', 'upgrade', 'users', 'upgrade']"
228,228,-18.521832,-30.204403,4.0,"Spring Framework, versions 5.0.x prior to 5.0.6, versions 4.3.x prior to 4.3.17, and older unsupported versions allows applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a regular expression, denial of service attack.",54,spring framework versions prior versions prior older unsupported versions allows applications expose stomp websocket endpoints simple inmemory stomp broker springmessaging module malicious user attacker craft message broker lead regular expression denial service attack,"['spring', 'framework', 'versions', 'prior', 'versions', 'prior', 'older', 'unsupported', 'versions', 'allows', 'applications', 'expose', 'stomp', 'websocket', 'endpoints', 'simple', 'inmemory', 'stomp', 'broker', 'springmessaging', 'module', 'malicious', 'user', 'attacker', 'craft', 'message', 'broker', 'lead', 'regular', 'expression', 'denial', 'service', 'attack']"
229,229,-18.354433,-30.122622,7.5,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",54,spring framework versions prior versions prior older unsupported versions allow applications expose stomp websocket endpoints simple inmemory stomp broker springmessaging module malicious user attacker craft message broker lead remote code execution attack,"['spring', 'framework', 'versions', 'prior', 'versions', 'prior', 'older', 'unsupported', 'versions', 'allow', 'applications', 'expose', 'stomp', 'websocket', 'endpoints', 'simple', 'inmemory', 'stomp', 'broker', 'springmessaging', 'module', 'malicious', 'user', 'attacker', 'craft', 'message', 'broker', 'lead', 'remote', 'code', 'execution', 'attack']"
230,230,-9.804438,76.28993,4.0,"n Spring Framework versions 5.3.0 - 5.3.16 and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial of service condition.",55,spring framework versions older unsupported versions possible user provide specially crafted spel expression may cause denial service condition,"['spring', 'framework', 'versions', 'older', 'unsupported', 'versions', 'possible', 'user', 'provide', 'specially', 'crafted', 'spel', 'expression', 'may', 'cause', 'denial', 'service', 'condition']"
231,231,-59.461414,-26.82877,6.5,"In Spring Framework versions 6.0.0 - 6.0.6, 5.3.0 - 5.3.25, 5.2.0.RELEASE - 5.2.22.RELEASE, and older unsupported versions, it is possible for a user to provide a specially crafted SpEL expression that may cause a denial-of-service (DoS) condition.",56,spring framework versions release release older unsupported versions possible user provide specially crafted spel expression may cause denialofservice dos condition,"['spring', 'framework', 'versions', 'release', 'release', 'older', 'unsupported', 'versions', 'possible', 'user', 'provide', 'specially', 'crafted', 'spel', 'expression', 'may', 'cause', 'denialofservice', 'dos', 'condition']"
232,232,-2.763201,55.157314,6.5,"In spring framework versions prior to 5.2.24 release+ ,5.3.27+ and 6.0.8+ , it is possible for a user to provide a specially crafted SpEL expression that may cause a denial-of-service (DoS) condition.",57,spring framework versions prior release possible user provide specially crafted spel expression may cause denialofservice dos condition,"['spring', 'framework', 'versions', 'prior', 'release', 'possible', 'user', 'provide', 'specially', 'crafted', 'spel', 'expression', 'may', 'cause', 'denialofservice', 'dos', 'condition']"
233,233,-3.990791,-11.596862,4.3,"Pivotal Spring Framework before 3.2.14 and 4.x before 4.1.7 do not properly process inline DTD declarations when DTD is not entirely disabled, which allows remote attackers to cause a denial of service (memory consumption and out-of-memory errors) via a crafted XML file.",58,pivotal spring framework properly process inline dtd declarations dtd entirely disabled allows remote attackers cause denial service memory consumption outofmemory errors via crafted xml file,"['pivotal', 'spring', 'framework', 'properly', 'process', 'inline', 'dtd', 'declarations', 'dtd', 'entirely', 'disabled', 'allows', 'remote', 'attackers', 'cause', 'denial', 'service', 'memory', 'consumption', 'outofmemory', 'errors', 'via', 'crafted', 'xml', 'file']"
234,234,-3.1750014,-10.152458,7.5,"Pivotal Spring Framework through 5.3.16 suffers from a potential remote code execution (RCE) issue if used for Java deserialization of untrusted data. Depending on how the library is implemented within a product, this issue may or not occur, and authentication may be required. NOTE: the vendor's position is that untrusted data is not an intended use case. The product's behavior will not be changed because some users rely on deserialization of trusted data.",58,pivotal spring framework suffers potential remote code execution rce issue used java deserialization data depending library implemented within product issue may occur authentication may required note vendors position data intended use case products behavior changed users rely deserialization trusted data,"['pivotal', 'spring', 'framework', 'suffers', 'potential', 'remote', 'code', 'execution', 'rce', 'issue', 'used', 'java', 'deserialization', 'data', 'depending', 'library', 'implemented', 'within', 'product', 'issue', 'may', 'occur', 'authentication', 'may', 'required', 'note', 'vendors', 'position', 'data', 'intended', 'use', 'case', 'products', 'behavior', 'changed', 'users', 'rely', 'deserialization', 'trusted', 'data']"
235,235,-15.568024,-14.329594,4.3,"Spring Framework (versions 5.0.x prior to 5.0.7, versions 4.3.x prior to 4.3.18, and older unsupported versions) allow web applications to change the HTTP request method to any HTTP method (including TRACE) using the HiddenHttpMethodFilter in Spring MVC. If an application has a pre-existing XSS vulnerability, a malicious user (or attacker) can use this filter to escalate to an XST (Cross Site Tracing) attack.",59,spring framework versions prior versions prior older unsupported versions allow web applications change http request method http method including trace using hiddenhttpmethodfilter spring mvc application preexisting xss vulnerability malicious user attacker use filter escalate xst cross site tracing attack,"['spring', 'framework', 'versions', 'prior', 'versions', 'prior', 'older', 'unsupported', 'versions', 'allow', 'web', 'applications', 'change', 'http', 'request', 'method', 'http', 'method', 'including', 'trace', 'using', 'hiddenhttpmethodfilter', 'spring', 'mvc', 'application', 'preexisting', 'xss', 'vulnerability', 'malicious', 'user', 'attacker', 'use', 'filter', 'escalate', 'xst', 'cross', 'site', 'tracing', 'attack']"
